,t,strain*1e+21
2961,-0.0922,0.2815
2962,-0.0919,0.2749
2963,-0.0917,0.2672
2964,-0.0914,0.2586
2965,-0.0912,0.2489
2966,-0.0910,0.2383
2967,-0.0907,0.2268
2968,-0.0905,0.2145
2969,-0.0902,0.2013
2970,-0.0900,0.1873
2971,-0.0897,0.1726
2972,-0.0895,0.1572
2973,-0.0892,0.1411
2974,-0.0890,0.1245
2975,-0.0888,0.1074
2976,-0.0885,0.0899
2977,-0.0883,0.0720
2978,-0.0880,0.0537
2979,-0.0878,0.0353
2980,-0.0875,0.0166
2981,-0.0873,-0.0021
2982,-0.0870,-0.0209
2983,-0.0868,-0.0396
2984,-0.0866,-0.0583
2985,-0.0863,-0.0767
2986,-0.0861,-0.0949
2987,-0.0858,-0.1127
2988,-0.0856,-0.1302
2989,-0.0853,-0.1471
2990,-0.0851,-0.1636
2991,-0.0849,-0.1794
2992,-0.0846,-0.1946
2993,-0.0844,-0.2090
2994,-0.0841,-0.2227
2995,-0.0839,-0.2355
2996,-0.0836,-0.2474
2997,-0.0834,-0.2583
2998,-0.0831,-0.2683
2999,-0.0829,-0.2772
3000,-0.0827,-0.2850
3001,-0.0824,-0.2917
3002,-0.0822,-0.2973
3003,-0.0819,-0.3017
3004,-0.0817,-0.3049
3005,-0.0814,-0.3069
3006,-0.0812,-0.3077
3007,-0.0809,-0.3072
3008,-0.0807,-0.3055
3009,-0.0805,-0.3026
3010,-0.0802,-0.2984
3011,-0.0800,-0.2930
3012,-0.0797,-0.2864
3013,-0.0795,-0.2786
3014,-0.0792,-0.2697
3015,-0.0790,-0.2597
3016,-0.0787,-0.2485
3017,-0.0785,-0.2364
3018,-0.0783,-0.2232
3019,-0.0780,-0.2091
3020,-0.0778,-0.1941
3021,-0.0775,-0.1782
3022,-0.0773,-0.1616
3023,-0.0770,-0.1443
3024,-0.0768,-0.1263
3025,-0.0765,-0.1078
3026,-0.0763,-0.0888
3027,-0.0761,-0.0693
3028,-0.0758,-0.0496
3029,-0.0756,-0.0295
3030,-0.0753,-0.0093
3031,-0.0751,0.0110
3032,-0.0748,0.0313
3033,-0.0746,0.0515
3034,-0.0744,0.0715
3035,-0.0741,0.0913
3036,-0.0739,0.1107
3037,-0.0736,0.1298
3038,-0.0734,0.1483
3039,-0.0731,0.1662
3040,-0.0729,0.1835
3041,-0.0726,0.2000
3042,-0.0724,0.2157
3043,-0.0722,0.2305
3044,-0.0719,0.2443
3045,-0.0717,0.2571
3046,-0.0714,0.2689
3047,-0.0712,0.2794
3048,-0.0709,0.2888
3049,-0.0707,0.2970
3050,-0.0704,0.3039
3051,-0.0702,0.3095
3052,-0.0700,0.3137
3053,-0.0697,0.3165
3054,-0.0695,0.3180
3055,-0.0692,0.3180
3056,-0.0690,0.3166
3057,-0.0687,0.3139
3058,-0.0685,0.3097
3059,-0.0682,0.3041
3060,-0.0680,0.2972
3061,-0.0678,0.2889
3062,-0.0675,0.2792
3063,-0.0673,0.2683
3064,-0.0670,0.2562
3065,-0.0668,0.2428
3066,-0.0665,0.2283
3067,-0.0663,0.2128
3068,-0.0661,0.1962
3069,-0.0658,0.1787
3070,-0.0656,0.1603
3071,-0.0653,0.1411
3072,-0.0651,0.1212
3073,-0.0648,0.1007
3074,-0.0646,0.0797
3075,-0.0643,0.0583
3076,-0.0641,0.0365
3077,-0.0639,0.0145
3078,-0.0636,-0.0077
3079,-0.0634,-0.0298
3080,-0.0631,-0.0519
3081,-0.0629,-0.0738
3082,-0.0626,-0.0955
3083,-0.0624,-0.1167
3084,-0.0621,-0.1374
3085,-0.0619,-0.1576
3086,-0.0617,-0.1771
3087,-0.0614,-0.1957
3088,-0.0612,-0.2135
3089,-0.0609,-0.2304
3090,-0.0607,-0.2461
3091,-0.0604,-0.2607
3092,-0.0602,-0.2742
3093,-0.0599,-0.2863
3094,-0.0597,-0.2970
3095,-0.0595,-0.3064
3096,-0.0592,-0.3143
3097,-0.0590,-0.3206
3098,-0.0587,-0.3255
3099,-0.0585,-0.3287
3100,-0.0582,-0.3303
3101,-0.0580,-0.3303
3102,-0.0578,-0.3286
3103,-0.0575,-0.3253
3104,-0.0573,-0.3204
3105,-0.0570,-0.3138
3106,-0.0568,-0.3057
3107,-0.0565,-0.2960
3108,-0.0563,-0.2847
3109,-0.0560,-0.2720
3110,-0.0558,-0.2579
3111,-0.0556,-0.2424
3112,-0.0553,-0.2256
3113,-0.0551,-0.2076
3114,-0.0548,-0.1885
3115,-0.0546,-0.1683
3116,-0.0543,-0.1473
3117,-0.0541,-0.1253
3118,-0.0538,-0.1027
3119,-0.0536,-0.0794
3120,-0.0534,-0.0557
3121,-0.0531,-0.0315
3122,-0.0529,-0.0072
3123,-0.0526,0.0173
3124,-0.0524,0.0418
3125,-0.0521,0.0662
3126,-0.0519,0.0903
3127,-0.0516,0.1140
3128,-0.0514,0.1372
3129,-0.0512,0.1597
3130,-0.0509,0.1814
3131,-0.0507,0.2023
3132,-0.0504,0.2221
3133,-0.0502,0.2408
3134,-0.0499,0.2583
3135,-0.0497,0.2744
3136,-0.0494,0.2890
3137,-0.0492,0.3022
3138,-0.0490,0.3137
3139,-0.0487,0.3235
3140,-0.0485,0.3316
3141,-0.0482,0.3378
3142,-0.0480,0.3422
3143,-0.0477,0.3447
3144,-0.0475,0.3453
3145,-0.0473,0.3439
3146,-0.0470,0.3405
3147,-0.0468,0.3353
3148,-0.0465,0.3280
3149,-0.0463,0.3189
3150,-0.0460,0.3079
3151,-0.0458,0.2951
3152,-0.0455,0.2806
3153,-0.0453,0.2643
3154,-0.0451,0.2465
3155,-0.0448,0.2271
3156,-0.0446,0.2063
3157,-0.0443,0.1843
3158,-0.0441,0.1610
3159,-0.0438,0.1367
3160,-0.0436,0.1115
3161,-0.0433,0.0855
3162,-0.0431,0.0588
3163,-0.0429,0.0318
3164,-0.0426,0.0044
3165,-0.0424,-0.0232
3166,-0.0421,-0.0507
3167,-0.0419,-0.0781
3168,-0.0416,-0.1051
3169,-0.0414,-0.1315
3170,-0.0411,-0.1573
3171,-0.0409,-0.1822
3172,-0.0407,-0.2061
3173,-0.0404,-0.2288
3174,-0.0402,-0.2502
3175,-0.0399,-0.2702
3176,-0.0397,-0.2885
3177,-0.0394,-0.3051
3178,-0.0392,-0.3198
3179,-0.0390,-0.3325
3180,-0.0387,-0.3432
3181,-0.0385,-0.3517
3182,-0.0382,-0.3579
3183,-0.0380,-0.3619
3184,-0.0377,-0.3636
3185,-0.0375,-0.3628
3186,-0.0372,-0.3597
3187,-0.0370,-0.3542
3188,-0.0368,-0.3463
3189,-0.0365,-0.3360
3190,-0.0363,-0.3235
3191,-0.0360,-0.3087
3192,-0.0358,-0.2917
3193,-0.0355,-0.2727
3194,-0.0353,-0.2517
3195,-0.0350,-0.2288
3196,-0.0348,-0.2043
3197,-0.0346,-0.1782
3198,-0.0343,-0.1508
3199,-0.0341,-0.1221
3200,-0.0338,-0.0925
3201,-0.0336,-0.0620
3202,-0.0333,-0.0309
3203,-0.0331,0.0007
3204,-0.0328,0.0323
3205,-0.0326,0.0640
3206,-0.0324,0.0953
3207,-0.0321,0.1262
3208,-0.0319,0.1563
3209,-0.0316,0.1855
3210,-0.0314,0.2134
3211,-0.0311,0.2400
3212,-0.0309,0.2649
3213,-0.0307,0.2880
3214,-0.0304,0.3091
3215,-0.0302,0.3280
3216,-0.0299,0.3445
3217,-0.0297,0.3585
3218,-0.0294,0.3698
3219,-0.0292,0.3783
3220,-0.0289,0.3840
3221,-0.0287,0.3867
3222,-0.0285,0.3864
3223,-0.0282,0.3830
3224,-0.0280,0.3765
3225,-0.0277,0.3670
3226,-0.0275,0.3545
3227,-0.0272,0.3390
3228,-0.0270,0.3206
3229,-0.0267,0.2995
3230,-0.0265,0.2758
3231,-0.0263,0.2496
3232,-0.0260,0.2211
3233,-0.0258,0.1906
3234,-0.0255,0.1582
3235,-0.0253,0.1242
3236,-0.0250,0.0889
3237,-0.0248,0.0526
3238,-0.0245,0.0155
3239,-0.0243,-0.0220
3240,-0.0241,-0.0596
3241,-0.0238,-0.0970
3242,-0.0236,-0.1338
3243,-0.0233,-0.1698
3244,-0.0231,-0.2045
3245,-0.0228,-0.2376
3246,-0.0226,-0.2688
3247,-0.0224,-0.2978
3248,-0.0221,-0.3243
3249,-0.0219,-0.3480
3250,-0.0216,-0.3686
3251,-0.0214,-0.3859
3252,-0.0211,-0.3996
3253,-0.0209,-0.4096
3254,-0.0206,-0.4157
3255,-0.0204,-0.4178
3256,-0.0202,-0.4157
3257,-0.0199,-0.4095
3258,-0.0197,-0.3991
3259,-0.0194,-0.3845
3260,-0.0192,-0.3659
3261,-0.0189,-0.3432
3262,-0.0187,-0.3168
3263,-0.0184,-0.2868
3264,-0.0182,-0.2534
3265,-0.0180,-0.2169
3266,-0.0177,-0.1777
3267,-0.0175,-0.1361
3268,-0.0172,-0.0926
3269,-0.0170,-0.0476
3270,-0.0167,-0.0015
3271,-0.0165,0.0452
3272,-0.0162,0.0918
3273,-0.0160,0.1380
3274,-0.0158,0.1831
3275,-0.0155,0.2265
3276,-0.0153,0.2678
3277,-0.0150,0.3064
3278,-0.0148,0.3417
3279,-0.0145,0.3733
3280,-0.0143,0.4006
3281,-0.0140,0.4232
3282,-0.0138,0.4407
3283,-0.0136,0.4528
3284,-0.0133,0.4590
3285,-0.0131,0.4593
3286,-0.0128,0.4534
3287,-0.0126,0.4413
3288,-0.0123,0.4229
3289,-0.0121,0.3983
3290,-0.0119,0.3678
3291,-0.0116,0.3315
3292,-0.0114,0.2898
3293,-0.0111,0.2431
3294,-0.0109,0.1921
3295,-0.0106,0.1374
3296,-0.0104,0.0796
3297,-0.0101,0.0196
3298,-0.0099,-0.0418
3299,-0.0097,-0.1036
3300,-0.0094,-0.1647
3301,-0.0092,-0.2242
3302,-0.0089,-0.2810
3303,-0.0087,-0.3341
3304,-0.0084,-0.3822
3305,-0.0082,-0.4245
3306,-0.0079,-0.4598
3307,-0.0077,-0.4874
3308,-0.0075,-0.5063
3309,-0.0072,-0.5158
3310,-0.0070,-0.5154
3311,-0.0067,-0.5046
3312,-0.0065,-0.4833
3313,-0.0062,-0.4513
3314,-0.0060,-0.4091
3315,-0.0057,-0.3569
3316,-0.0055,-0.2955
3317,-0.0053,-0.2260
3318,-0.0050,-0.1495
3319,-0.0048,-0.0676
3320,-0.0045,0.0179
3321,-0.0043,0.1051
3322,-0.0040,0.1917
3323,-0.0038,0.2754
3324,-0.0036,0.3537
3325,-0.0033,0.4240
3326,-0.0031,0.4838
3327,-0.0028,0.5308
3328,-0.0026,0.5627
3329,-0.0023,0.5776
3330,-0.0021,0.5741
3331,-0.0018,0.5511
3332,-0.0016,0.5084
3333,-0.0014,0.4463
3334,-0.0011,0.3660
3335,-0.0009,0.2696
3336,-0.0006,0.1599
3337,-0.0004,0.0410
3338,-0.0001,-0.0824
3339,0.0001,-0.2047
3340,0.0004,-0.3196
3341,0.0006,-0.4207
3342,0.0008,-0.5016
3343,0.0011,-0.5566
3344,0.0013,-0.5810
3345,0.0016,-0.5722
3346,0.0018,-0.5294
3347,0.0021,-0.4547
3348,0.0023,-0.3527
3349,0.0026,-0.2301
3350,0.0028,-0.0958
3351,0.0030,0.0403
3352,0.0033,0.1680
3353,0.0035,0.2779
3354,0.0038,0.3619
3355,0.0040,0.4145
3356,0.0043,0.4328
3357,0.0045,0.4170
3358,0.0047,0.3701
3359,0.0050,0.2979
3360,0.0052,0.2077
3361,0.0055,0.1082
3362,0.0057,0.0085
3363,0.0060,-0.0832
3364,0.0062,-0.1597
3365,0.0065,-0.2158
3366,0.0067,-0.2484
3367,0.0069,-0.2568
3368,0.0072,-0.2423
3369,0.0074,-0.2085
3370,0.0077,-0.1601
3371,0.0079,-0.1027
3372,0.0082,-0.0424
3373,0.0084,0.0153
3374,0.0087,0.0655
3375,0.0089,0.1044
3376,0.0091,0.1298
3377,0.0094,0.1407
3378,0.0096,0.1377
3379,0.0099,0.1226
3380,0.0101,0.0980
3381,0.0104,0.0672
3382,0.0106,0.0336
3383,0.0109,0.0007
3384,0.0111,-0.0286
3385,0.0113,-0.0520
3386,0.0116,-0.0680
3387,0.0118,-0.0759
3388,0.0121,-0.0759
3389,0.0123,-0.0689
3390,0.0126,-0.0562
3391,0.0128,-0.0398
3392,0.0131,-0.0214
3393,0.0133,-0.0031
3394,0.0135,0.0134
3395,0.0138,0.0268
3396,0.0140,0.0363
3397,0.0143,0.0412
3398,0.0145,0.0418
3399,0.0148,0.0384
3400,0.0150,0.0318
3401,0.0152,0.0229
3402,0.0155,0.0129
3403,0.0157,0.0028
3404,0.0160,-0.0065
3405,0.0162,-0.0141
3406,0.0165,-0.0195
3407,0.0167,-0.0226
3408,0.0170,-0.0231
3409,0.0172,-0.0215
3410,0.0174,-0.0180
3411,0.0177,-0.0132
3412,0.0179,-0.0077
3413,0.0182,-0.0021
3414,0.0184,0.0031
3415,0.0187,0.0074
3416,0.0189,0.0106
3417,0.0192,0.0124
3418,0.0194,0.0128
3419,0.0196,0.0120
3420,0.0199,0.0101
3421,0.0201,0.0075
3422,0.0204,0.0045
3423,0.0206,0.0014
3424,0.0209,-0.0015
3425,0.0211,-0.0039
3426,0.0214,-0.0057
3427,0.0216,-0.0068
3428,0.0218,-0.0071
3429,0.0221,-0.0067
3430,0.0223,-0.0057
3431,0.0226,-0.0043
3432,0.0228,-0.0027
3433,0.0231,-0.0009
3434,0.0233,0.0007
3435,0.0235,0.0020
3436,0.0238,0.0031
3437,0.0240,0.0037
3438,0.0243,0.0039
3439,0.0245,0.0037
3440,0.0248,0.0032
3441,0.0250,0.0025
3442,0.0253,0.0016
3443,0.0255,0.0006
3444,0.0257,-0.0003
3445,0.0260,-0.0011
3446,0.0262,-0.0017
3447,0.0265,-0.0020
3448,0.0267,-0.0022
3449,0.0270,-0.0021
3450,0.0272,-0.0018
3451,0.0275,-0.0014
3452,0.0277,-0.0009
3453,0.0279,-0.0004
3454,0.0282,0.0001
3455,0.0284,0.0006
3456,0.0287,0.0009
3457,0.0289,0.0011
3458,0.0292,0.0012
3459,0.0294,0.0012
3460,0.0297,0.0010
3461,0.0299,0.0008
3462,0.0301,0.0005
3463,0.0304,0.0002
3464,0.0306,-0.0000
3465,0.0309,-0.0003
3466,0.0311,-0.0005
3467,0.0314,-0.0006
3468,0.0316,-0.0007
3469,0.0318,-0.0006
3470,0.0321,-0.0006
3471,0.0323,-0.0005
3472,0.0326,-0.0003
3473,0.0328,-0.0001
3474,0.0331,0.0000
3475,0.0333,0.0001
3476,0.0336,0.0003
3477,0.0338,0.0003
3478,0.0340,0.0004
3479,0.0343,0.0004
3480,0.0345,0.0003
3481,0.0348,0.0003
3482,0.0350,0.0002
3483,0.0353,0.0001
3484,0.0355,0.0000
3485,0.0358,-0.0001
3486,0.0360,-0.0001
3487,0.0362,-0.0002
3488,0.0365,-0.0002
3489,0.0367,-0.0002
3490,0.0370,-0.0002
3491,0.0372,-0.0001
3492,0.0375,-0.0001
3493,0.0377,-0.0001
3494,0.0380,-0.0000
3495,0.0382,0.0000
3496,0.0384,0.0001
3497,0.0387,0.0001
3498,0.0389,0.0001
3499,0.0392,0.0001
3500,0.0394,0.0001
3501,0.0397,0.0001
3502,0.0399,0.0001
3503,0.0401,0.0000
3504,0.0404,0.0000
3505,0.0406,-0.0000
3506,0.0409,-0.0000
3507,0.0411,-0.0001
3508,0.0414,-0.0001
3509,0.0416,0.0000
3510,0.0419,0.0000
3511,0.0421,0.0000
3512,0.0423,0.0000
3513,0.0426,-0.0000
3514,0.0428,0.0000
3515,0.0431,-0.0000
3516,0.0433,0.0000
3517,0.0436,0.0000
3518,0.0438,0.0000
3519,0.0441,0.0000
3520,0.0443,0.0000
3521,0.0445,0.0000
3522,0.0448,0.0000
3523,0.0450,0.0000
3524,0.0453,0.0000
3525,0.0455,0.0000
3526,0.0458,0.0000
3527,0.0460,0.0000
3528,0.0463,0.0000
3529,0.0465,0.0000
3530,0.0467,0.0000
3531,0.0470,0.0000
3532,0.0472,0.0000
3533,0.0475,0.0000
3534,0.0477,0.0000
3535,0.0480,0.0000
3536,0.0482,0.0000
3537,0.0485,0.0000
3538,0.0487,0.0000
3539,0.0489,0.0000
3540,0.0492,0.0000
3541,0.0494,0.0000
3542,0.0497,0.0000
3543,0.0499,0.0000
3544,0.0502,0.0000
3545,0.0504,0.0000
3546,0.0506,0.0000
3547,0.0509,0.0000
3548,0.0511,0.0000
3549,0.0514,0.0000
3550,0.0516,0.0000
3551,0.0519,0.0000
3552,0.0521,0.0000
3553,0.0524,0.0000
3554,0.0526,0.0000
3555,0.0528,0.0000
3556,0.0531,0.0000
3557,0.0533,0.0000
3558,0.0536,0.0000
3559,0.0538,0.0000
3560,0.0541,0.0000
3561,0.0543,0.0000
3562,0.0546,0.0000
3563,0.0548,0.0000
3564,0.0550,0.0000
3565,0.0553,0.0000
3566,0.0555,0.0000
3567,0.0558,0.0000
3568,0.0560,0.0000
3569,0.0563,0.0000
3570,0.0565,0.0000
3571,0.0568,0.0000
3572,0.0570,0.0000
3573,0.0572,0.0000
3574,0.0575,0.0000
3575,0.0577,0.0000
3576,0.0580,0.0000
3577,0.0582,0.0000
3578,0.0585,0.0000
3579,0.0587,0.0000
3580,0.0589,0.0000
3581,0.0592,0.0000
3582,0.0594,0.0000
3583,0.0597,0.0000
3584,0.0599,0.0000
3585,0.0602,0.0000
3586,0.0604,0.0000
3587,0.0607,0.0000
3588,0.0609,0.0000
3589,0.0611,0.0000
3590,0.0614,0.0000
3591,0.0616,0.0000
3592,0.0619,0.0000
3593,0.0621,0.0000
3594,0.0624,0.0000
3595,0.0626,0.0000
3596,0.0629,0.0000
3597,0.0631,0.0000
3598,0.0633,0.0000
3599,0.0636,0.0000
3600,0.0638,0.0000
3601,0.0641,0.0000
3602,0.0643,0.0000
3603,0.0646,0.0000
3604,0.0648,0.0000
3605,0.0651,0.0000
3606,0.0653,0.0000
3607,0.0655,0.0000
3608,0.0658,0.0000
3609,0.0660,0.0000
3610,0.0663,0.0000
3611,0.0665,0.0000
3612,0.0668,0.0000
3613,0.0670,0.0000
3614,0.0672,0.0000
3615,0.0675,0.0000
3616,0.0677,0.0000
3617,0.0680,0.0000
3618,0.0682,0.0000
3619,0.0685,0.0000
3620,0.0687,0.0000
3621,0.0690,0.0000
3622,0.0692,0.0000
3623,0.0694,0.0000
3624,0.0697,0.0000
3625,0.0699,0.0000
3626,0.0702,0.0000
3627,0.0704,0.0000
3628,0.0707,0.0000
3629,0.0709,0.0000
3630,0.0712,0.0000
3631,0.0714,0.0000
3632,0.0716,0.0000
3633,0.0719,0.0000
3634,0.0721,0.0000
3635,0.0724,0.0000
3636,0.0726,0.0000
3637,0.0729,0.0000
3638,0.0731,0.0000
3639,0.0734,0.0000
3640,0.0736,0.0000
3641,0.0738,0.0000
3642,0.0741,0.0000
3643,0.0743,0.0000
3644,0.0746,0.0000
3645,0.0748,0.0000
3646,0.0751,0.0000
3647,0.0753,0.0000
3648,0.0756,0.0000
3649,0.0758,0.0000
3650,0.0760,0.0000
3651,0.0763,0.0000
3652,0.0765,0.0000
3653,0.0768,0.0000
3654,0.0770,0.0000
3655,0.0773,0.0000
3656,0.0775,0.0000
3657,0.0777,0.0000
3658,0.0780,0.0000
3659,0.0782,0.0000
3660,0.0785,0.0000
3661,0.0787,0.0000
3662,0.0790,0.0000
3663,0.0792,0.0000
3664,0.0795,0.0000
3665,0.0797,0.0000
3666,0.0799,0.0000
3667,0.0802,0.0000
3668,0.0804,0.0000
3669,0.0807,0.0000
3670,0.0809,0.0000
3671,0.0812,0.0000
3672,0.0814,0.0000
3673,0.0817,0.0000
3674,0.0819,0.0000
3675,0.0821,0.0000
3676,0.0824,0.0000
3677,0.0826,0.0000
3678,0.0829,0.0000
3679,0.0831,0.0000
3680,0.0834,0.0000
3681,0.0836,0.0000
3682,0.0839,0.0000
3683,0.0841,0.0000
3684,0.0843,0.0000
3685,0.0846,0.0000
3686,0.0848,0.0000
3687,0.0851,0.0000
3688,0.0853,0.0000
3689,0.0856,0.0000
3690,0.0858,0.0000
3691,0.0860,0.0000
3692,0.0863,0.0000
3693,0.0865,0.0000
3694,0.0868,0.0000
3695,0.0870,0.0000
3696,0.0873,0.0000
3697,0.0875,0.0000
3698,0.0878,0.0000
3699,0.0880,0.0000
3700,0.0882,0.0000
3701,0.0885,0.0000
3702,0.0887,0.0000
3703,0.0890,0.0000
3704,0.0892,0.0000
3705,0.0895,0.0000
3706,0.0897,0.0000
3707,0.0900,0.0000
3708,0.0902,0.0000
3709,0.0904,0.0000
3710,0.0907,0.0000
3711,0.0909,0.0000
3712,0.0912,0.0000
3713,0.0914,0.0000
3714,0.0917,0.0000
3715,0.0919,0.0000
3716,0.0922,0.0000
3717,0.0924,0.0000
3718,0.0926,0.0000
3719,0.0929,0.0000
3720,0.0931,0.0000
3721,0.0934,0.0000
3722,0.0936,0.0000
3723,0.0939,0.0000
3724,0.0941,0.0000
3725,0.0943,0.0000
3726,0.0946,0.0000
3727,0.0948,0.0000
3728,0.0951,0.0000
3729,0.0953,0.0000
3730,0.0956,0.0000
3731,0.0958,0.0000
3732,0.0961,0.0000
3733,0.0963,0.0000
3734,0.0965,0.0000
3735,0.0968,0.0000
3736,0.0970,0.0000
3737,0.0973,0.0000
3738,0.0975,0.0000
3739,0.0978,0.0000
3740,0.0980,0.0000
3741,0.0983,0.0000
3742,0.0985,0.0000
3743,0.0987,0.0000
3744,0.0990,0.0000
3745,0.0992,0.0000
3746,0.0995,0.0000
3747,0.0997,0.0000
3748,0.1000,0.0000
3749,0.1002,0.0000
3750,0.1005,0.0000
3751,0.1007,0.0000
3752,0.1009,0.0000
3753,0.1012,0.0000
3754,0.1014,0.0000
3755,0.1017,0.0000
3756,0.1019,0.0000
3757,0.1022,0.0000
3758,0.1024,0.0000
3759,0.1026,0.0000
3760,0.1029,0.0000
3761,0.1031,0.0000
3762,0.1034,0.0000
3763,0.1036,0.0000
3764,0.1039,0.0000
3765,0.1041,0.0000
3766,0.1044,0.0000
3767,0.1046,0.0000
3768,0.1048,0.0000
3769,0.1051,0.0000
3770,0.1053,0.0000
3771,0.1056,0.0000
3772,0.1058,0.0000
3773,0.1061,0.0000
3774,0.1063,0.0000
3775,0.1066,0.0000
3776,0.1068,0.0000
3777,0.1070,0.0000
3778,0.1073,0.0000
3779,0.1075,0.0000
3780,0.1078,0.0000
3781,0.1080,0.0000
3782,0.1083,0.0000
3783,0.1085,0.0000
3784,0.1088,0.0000
3785,0.1090,0.0000
3786,0.1092,0.0000
3787,0.1095,0.0000
3788,0.1097,0.0000
3789,0.1100,0.0000
3790,0.1102,0.0000
3791,0.1105,0.0000
3792,0.1107,0.0000
3793,0.1110,0.0000
3794,0.1112,0.0000
3795,0.1114,0.0000
3796,0.1117,0.0000
3797,0.1119,0.0000
3798,0.1122,0.0000
3799,0.1124,0.0000
3800,0.1127,0.0000
3801,0.1129,0.0000
3802,0.1131,0.0000
3803,0.1134,0.0000
3804,0.1136,0.0000
3805,0.1139,0.0000
3806,0.1141,0.0000
3807,0.1144,0.0000
3808,0.1146,0.0000
3809,0.1149,0.0000
3810,0.1151,0.0000
3811,0.1153,0.0000
3812,0.1156,0.0000
3813,0.1158,0.0000
3814,0.1161,0.0000
3815,0.1163,0.0000
3816,0.1166,0.0000
3817,0.1168,0.0000
3818,0.1171,0.0000
3819,0.1173,0.0000
3820,0.1175,0.0000
3821,0.1178,0.0000
3822,0.1180,0.0000
3823,0.1183,0.0000
3824,0.1185,0.0000
3825,0.1188,0.0000
3826,0.1190,0.0000
3827,0.1193,0.0000
3828,0.1195,0.0000
3829,0.1197,0.0000
3830,0.1200,0.0000
3831,0.1202,0.0000
3832,0.1205,0.0000
3833,0.1207,0.0000
3834,0.1210,0.0000
3835,0.1212,0.0000
3836,0.1214,0.0000
3837,0.1217,0.0000
3838,0.1219,0.0000
3839,0.1222,0.0000
3840,0.1224,0.0000
3841,0.1227,0.0000
3842,0.1229,0.0000
3843,0.1232,0.0000
3844,0.1234,0.0000
3845,0.1236,0.0000
3846,0.1239,0.0000
3847,0.1241,0.0000
3848,0.1244,0.0000
3849,0.1246,0.0000
3850,0.1249,0.0000
3851,0.1251,0.0000
3852,0.1254,0.0000
3853,0.1256,0.0000
3854,0.1258,0.0000
3855,0.1261,0.0000
3856,0.1263,0.0000
3857,0.1266,0.0000
3858,0.1268,0.0000
3859,0.1271,0.0000
3860,0.1273,0.0000
3861,0.1276,0.0000
3862,0.1278,0.0000
3863,0.1280,0.0000
3864,0.1283,0.0000
3865,0.1285,0.0000
3866,0.1288,0.0000
3867,0.1290,0.0000
3868,0.1293,0.0000
3869,0.1295,0.0000
3870,0.1297,0.0000
3871,0.1300,0.0000
3872,0.1302,0.0000
3873,0.1305,0.0000
3874,0.1307,0.0000
3875,0.1310,0.0000
3876,0.1312,0.0000
3877,0.1315,0.0000
3878,0.1317,0.0000
3879,0.1319,0.0000
3880,0.1322,0.0000
3881,0.1324,0.0000
3882,0.1327,0.0000
3883,0.1329,0.0000
3884,0.1332,0.0000
3885,0.1334,0.0000
3886,0.1337,0.0000
3887,0.1339,0.0000
3888,0.1341,0.0000
3889,0.1344,0.0000
3890,0.1346,0.0000
3891,0.1349,0.0000
3892,0.1351,0.0000
3893,0.1354,0.0000
3894,0.1356,0.0000
3895,0.1359,0.0000
3896,0.1361,0.0000
3897,0.1363,0.0000
3898,0.1366,0.0000
3899,0.1368,0.0000
3900,0.1371,0.0000
3901,0.1373,0.0000
3902,0.1376,0.0000
3903,0.1378,0.0000
3904,0.1381,0.0000
3905,0.1383,0.0000
3906,0.1385,0.0000
3907,0.1388,0.0000
3908,0.1390,0.0000
3909,0.1393,0.0000
3910,0.1395,0.0000
3911,0.1398,0.0000
3912,0.1400,0.0000
3913,0.1402,0.0000
3914,0.1405,0.0000
3915,0.1407,0.0000
3916,0.1410,0.0000
3917,0.1412,0.0000
3918,0.1415,0.0000
3919,0.1417,0.0000
3920,0.1420,0.0000
3921,0.1422,0.0000
3922,0.1424,0.0000
3923,0.1427,0.0000
3924,0.1429,0.0000
3925,0.1432,0.0000
3926,0.1434,0.0000
3927,0.1437,0.0000
3928,0.1439,0.0000
3929,0.1442,0.0000
3930,0.1444,0.0000
3931,0.1446,0.0000
3932,0.1449,0.0000
3933,0.1451,0.0000
3934,0.1454,0.0000
3935,0.1456,0.0000
3936,0.1459,0.0000
3937,0.1461,0.0000
3938,0.1464,0.0000
3939,0.1466,0.0000
3940,0.1468,0.0000
3941,0.1471,0.0000
3942,0.1473,0.0000
3943,0.1476,0.0000
3944,0.1478,0.0000
3945,0.1481,0.0000
3946,0.1483,0.0000
3947,0.1485,0.0000
3948,0.1488,0.0000
3949,0.1490,0.0000
3950,0.1493,0.0000
3951,0.1495,0.0000
3952,0.1498,0.0000
3953,0.1500,0.0000
3954,0.1503,0.0000
3955,0.1505,0.0000
3956,0.1507,0.0000
3957,0.1510,0.0000
3958,0.1512,0.0000
3959,0.1515,0.0000
3960,0.1517,0.0000
3961,0.1520,0.0000
3962,0.1522,0.0000
3963,0.1525,0.0000
3964,0.1527,0.0000
3965,0.1529,0.0000
3966,0.1532,0.0000
3967,0.1534,0.0000
3968,0.1537,0.0000
3969,0.1539,0.0000
3970,0.1542,0.0000
3971,0.1544,0.0000
3972,0.1547,0.0000
3973,0.1549,0.0000
3974,0.1551,0.0000
3975,0.1554,0.0000
3976,0.1556,0.0000
3977,0.1559,0.0000
3978,0.1561,0.0000
3979,0.1564,0.0000
3980,0.1566,0.0000
3981,0.1568,0.0000
3982,0.1571,0.0000
3983,0.1573,0.0000
3984,0.1576,0.0000
3985,0.1578,0.0000
